gene,decay
hofC,0.0009636086337478316
hofB,0.00040898557400519776
ppdD,0.00013287442763086987
nadC,0.0009137912410609495
ampD,0.0002703314087773031
ampE,0.000135404210788458
aroP,0.00023517066467622483
pdhR,6.491650544301086e-05
aceE,0.00017048815415641628
aceF,0.0006415131325408156
lpd,0.0003354384856471113
yacH,0.0005510588158336737
acnB,0.0009367929765648587
yacL,5.5150038707780795e-05
speD,0.00023286399980012806
speE,0.0005060335112380667
yacC,0.0003079581242407156
cueO,0.0009086144910931148
gcd,0.000945616045996272
hpt,0.0009876343037384598
can,0.00022291347889910818
yadG,0.0002611515353110403
yadH,0.0005139067826188933
yadI,0.00038387365622850824
yadE,0.0009673572448118497
panD,0.0003838982226087656
rpnC,0.00040447095402320157
panC,0.0006708577271528198
panB,0.00030503487606277856
yadC,0.0003525632904921815
yadK,0.00019660969098696102
yadL,0.0002461976934135216
yadM,0.0006234181084827227
htrE,0.00037033473880414123
yadV,8.2249191585271e-05
yadN,0.00013847225858838196
folK,0.0003255481475478852
pcnB,0.0009636057711655886
gluQ,0.0007765153976372133
dksA,0.00036223633869463434
sfsA,0.00010183258574409027
thpR,0.00040906512148652365
hrpB,0.0006309498244230279
mrcB,0.00019918528458770057
mrcB,0.0008410348887509897
fhuA,7.386455415531367e-05
fhuC,0.0008163626425011223
fhuD,0.00038030830662696405
fhuB,0.0003146984889940357
hemL,0.0004150828248907319
yadX,0.00016089833773183716
clcA,2.1249766746219702e-06
yadW,0.0006565528978044353
erpA,0.00033202625012387053
yadS,0.0003672588566143581
btuF,0.0005390729184447165
mtn,0.00011394562601131143
dgt,0.0002738678575416053
degP,0.0007403789761929167
cdaR,0.00011187598786477727
yaeH,0.00012788316288099688
yaeI,0.0004421226268523475
dapD,0.00037651446272207034
glnD,0.00031449237038125625
map,0.0006609990491045764
rpsB,0.000523019731786032
tsf,0.0006108964498896646
pyrH,0.0002427200022112971
frr,0.000830462058603056
dxr,0.00022595129330377063
ispU,0.0002640960170741017
cdsA,0.00024683466058545524
rseP,0.0007841747425458959
bamA,0.00019930729356295595
skp,0.0006912600770317809
lpxD,0.0003807171882651508
fabZ,0.0008338099864102468
lpxA,0.0007460949976864906
lpxB,0.0001250455561972439
rnhB,0.0007543331714377066
dnaE,0.000673416345129808
accA,0.00043048992439739223
ldcC,0.0007673030898279944
yaeR,0.00021172728837597776
tilS,0.0004638865234607914
rof,0.0008596865715098835
yaeP,0.000427725280622111
yaeQ,0.0004536063223126358
arfB,0.0009448460715658126
nlpE,0.0007332250164318922
yaeF,0.0008817630089670818
proS,0.0008500043126035437
trmO,0.0004119836250903123
rcsF,0.0004225574965002553
metQ,0.00048804716860952714
metI,0.0009182703462408118
metN,0.000664716015488051
gmhB,1.9597390031525386e-05
dkgB,4.086662752491976e-05
yafC,0.0006122802096115292
yafD,0.0005016311135314689
yafE,0.0006740279130534375
mltD,0.0002910326660751601
gloB,0.00021205689350284142
ykfO,0.00014861328626225202
yafS,0.0008369332730646738
rnhA,0.0007778827086820429
dnaQ,0.00044503719697714284
yafT,0.00042156838015010566
ykfM,0.0009327011644319864
yafV,0.00014122306158550292
ivy,0.0003176893978013021
fadE,0.0002250206604954579
gmhA,6.445891042034358e-05
yafJ,0.00043038511694682194
dpaA,0.000516607887212375
yafQ,9.260230463222052e-05
dinJ,0.0007798999603401224
yafL,0.0003674348538841141
rayT,0.00043556051073644943
dinB,3.386781142218243e-05
yafN,0.00014335521285577146
yafO,0.0007243920621624
yafP,0.0009937237169645406
pepD,0.0007990702129252988
gpt,0.0008995514998829574
frsA,0.0004942634696745445
crl,0.00010659328611314378
insB9,0.0007860079214222817
insA9,8.353267436554957e-07
phoE,0.0006011686306645666
proB,0.0006974873891012352
proA,0.0008702608720894857
ykfI,0.00020575928560969303
yafW,0.00010417276649082352
ykfH,0.0009436721482047152
ykfG,0.0005122627160484985
yafX,0.0007845580846513578
ykfF,0.0008100858497025564
ykfB,0.0008654229170178915
yafY,0.0009975634624765758
yafZ,0.0004063860383943889
ykfA,0.0009012377626152367
perR,0.00015315693142037645
insN,9.70738520652742e-05
insI1,0.0003361947248098003
ykfC,0.00039224500904935756
insH1,0.0003106070051342138
mmuP,0.0003426239456317828
mmuM,0.0008726926337937137
afuC,0.00022032009178295098
insB2,0.0009329377023398483
insA2,7.987206569504435e-05
yagB,0.0001683084297383386
yagA,0.0006974235334629197
yagE,0.0008430707870921663
yagF,0.0003680356350316011
yagG,0.0007948191785818021
yagH,0.0007060599813571474
xynR,0.0003156110351757001
argF,9.700778877480532e-05
argL,0.0009418044932644771
ykgS,0.000588805608288281
insB3,0.0002253960768450297
insA3,0.0002689972719641979
yagJ,0.0005458989750095236
yagK,0.0005797429182969138
yagL,0.000877014616380927
yagM,0.00021561934301811604
ykgV,0.00028117253503247053
yagN,0.000654348439348317
intF,0.0008491513822742273
yagP,0.0004051072201187935
paoD,0.0003387712867262829
paoC,0.0005702415378568874
paoB,0.0005593437531534449
paoA,0.000594184609103126
yagU,0.0005854491992585483
ykgJ,0.00025947114937027607
ecpE,0.0008762615744195062
ecpD,0.0009317246894510926
ecpC,0.0007472649504885106
ecpB,0.0004383811750785661
ecpA,0.0005425100207146884
matA,0.0005069818471599565
ykgL,0.0002411930052209791
ykgO,0.0005461186972634658
ykgM,0.0005585448416312454
ykgR,0.0004089369139047657
insE1,0.0006609702446482658
insF1,0.0002840681547795662
rclC,9.105026782558634e-05
rclB,0.0006549141327650413
rclA,8.66511792059299e-05
rclR,0.0008986840459766943
ykgE,3.755041018847971e-05
ykgF,0.0001476338583248712
ykgG,0.0008707532342672891
ykgH,0.0007442673655103653
betA,0.00013318156900957946
betB,0.00023682740373926216
betI,0.00012221193512974716
betT,0.00046257982217007466
yahV,0.0007179712397014729
pdeL,0.00045637805713771363
yahB,0.00011946923788760655
yahC,0.00032231843634518653
yahD,0.0002854920751630826
yahE,0.0004750108844865728
yahF,0.0006192320145016112
yahG,0.00034258465882015544
yahH,0.000546523025780307
yahI,0.0005397111773961553
yahJ,0.0004989137332465632
yahK,0.0003940055993958731
yahL,0.0005225573306121471
yahM,0.00036740500835061085
yahN,0.00022231428017478283
yahO,0.0006428333696314332
prpR,0.00023753959926075464
prpB,0.0008010391642933597
prpC,0.0008978247085854086
prpD,0.000891027630117065
prpE,0.0009329562446504584
codB,0.0009412189799514753
codA,0.0007557934193585239
cynR,0.0003118205834968384
cynT,0.0006289282300963771
cynS,0.0005479860875919652
cynX,0.0009934398897820198
lacA,0.00017784690008156167
lacY,0.0009701818071899608
lacZ,0.00024933768456460273
lacI,0.000591186975974633
mhpR,0.00011376414224473131
mhpA,0.0005893396523700482
mhpB,0.00022036859917253293
mhpC,5.693102036823761e-05
mhpD,0.000894724768890184
mhpF,0.0009857197724385167
mhpE,5.936337625360477e-05
mhpT,0.0006550859369507787
yaiL,0.0007785602459948962
frmB,0.0007071034525673713
frmA,0.00014623612073189963
frmR,0.0005907087429144998
yaiO,0.00036657225001502524
yaiX,0.00039314115349819
insC1,0.000595502725865184
insD1,0.00042702039316296937
yaiP,3.8907243215219325e-05
ykiC,0.0008080157981741531
yaiS,0.00034718795204595655
tauA,0.0005523665964477617
tauB,0.0004758847419316349
tauC,0.0006584809407134147
tauD,0.0009248430679218217
hemB,0.0002417761486430623
yaiT,0.000958492914541593
ytiB,8.206122682962424e-05
insF2,0.00048296489117413444
insE2,1.1694458228664884e-05
iprA,0.000549916169644226
ampH,0.00048239108952993494
sbmA,0.000533788546283795
yaiW,0.0006014451487380532
yaiY,0.00027008578497085523
yaiZ,0.0009449813713976338
ddlA,0.0005919304593759633
iraP,0.0005306830459762243
phoA,0.0008426343974925453
psiF,0.0005314945094427559
dgcC,0.00047069416097031825
proC,0.000876572493660931
yaiI,0.0008330528031392626
aroL,0.000731846071593042
yaiA,0.00039060676901719627
aroM,0.00010557599849571464
ppnP,0.0004357052005360467
ykiD,0.0009903650764762893
rdgC,0.00034427104144878396
mak,0.0008508306965337432
araJ,0.0007943910792447072
sbcC,0.0008949860466549577
sbcD,0.0009382507342155344
phoB,0.00030605119694115257
phoR,0.000829442954344359
brnQ,0.00017499388002023563
proY,0.00035784397691441297
malZ,0.0008626061611162486
acpH,0.0002851185804157457
queA,0.0008673293574051233
tgt,0.0006980098731876203
yajC,0.0007036183569150803
secD,0.00020874853994307596
secF,5.927332821198805e-05
yajD,0.00019909487663648064
tsx,0.0007508286140933656
yajI,0.00017850076728792975
nrdR,0.0006734551836895658
ribD,0.00016687704467595145
ribE,0.0007578025359675634
nusB,2.062885095284961e-05
thiL,0.0009362211587746912
pgpA,0.0007740914735104936
yajO,6.267562270347027e-05
dxs,0.00040688200109454265
ispA,0.0007435738259019922
xseB,0.0004378567926364514
thiI,0.0008789162996599326
yajL,0.00046170601877440454
panE,7.800492294261697e-05
yajQ,0.0008437966896458567
yajR,0.0003378169152762708
cyoE,0.0006342522265083528
cyoD,0.0009259800085466167
cyoC,0.0007312102889454399
cyoB,0.0006432756434692218
cyoA,0.0007695239668500345
ampG,0.000126250147458704
yajG,0.00041013967286830465
bolA,0.00035838027684198694
tig,0.0008612896533996433
clpP,6.445335457338719e-06
clpX,0.0006573956689854111
lon,0.0005199104167569142
hupB,0.0008425156554678834
ppiD,0.0009691261634428307
ybaV,3.718049550402225e-06
fadM,0.0004779379128351973
queC,0.0006600979546987051
ybaE,0.00041073617844989086
cof,0.0008514599466522834
decR,6.544595692480737e-05
mdlA,0.000555030959059384
mdlB,0.00046075643449287163
glnK,0.0003031000459041099
amtB,0.0005031751371468877
tesB,0.0007178410398824933
ybaY,0.0001158213078170376
ybaZ,0.00011262092351481734
ybaA,0.00012778066491034046
pdeB,0.0004942143705017646
ylaC,1.578463625615867e-06
maa,0.0003160296109852978
hha,0.00033828031087078993
tomB,2.4620786638079983e-05
acrB,0.00041514966859431226
acrA,0.0002965052204182126
acrR,0.0005411956603128999
mscK,0.0006454375075882247
ybaM,0.000912244594431307
priC,0.0005273960542536374
ybaN,0.000422213608894616
apt,0.00044041045957188784
dnaX,0.00020472486176372173
dnaX,3.062560324320352e-05
ybaB,0.0006536771164619378
recR,3.05622820089364e-05
htpG,0.0004580788992886106
adk,0.00044251050803821834
hemH,0.00036275096211674674
aes,0.0009733539920577919
gsk,9.03760438868172e-05
ybaL,0.0008197774412620214
fsr,0.00022148615071467814
ushA,0.0007869890929160545
ybaK,0.00031748052176228694
ybaP,0.0007165297106105883
ybaQ,0.00013823202473831186
copA,0.0003987805938203466
copA,0.0006794936533386721
glsA,0.0006979030678727071
ybaT,1.928478480263296e-05
cueR,0.0003929990372669192
ybbJ,0.0008347765237768648
qmcA,4.852822544997504e-05
fetA,0.000782748360172882
fetB,0.000523011956829919
cnoX,0.0008620283650157194
ybbO,0.00038904350356689743
tesA,0.0005626241622270939
ybbA,0.00032271472424463387
ybbP,4.368385977711597e-05
rhsD,0.0003511305270987182
ybbC,0.000891503288138328
ylbG,0.0006717923530669963
selU,0.0005051430671230573
allS,0.0002060140534607503
allA,0.00019520702296055037
allR,0.0007485673412090902
gcl,0.0004282539780237816
hyi,0.0005905479636786224
glxR,0.0006308795387313062
ybbW,4.687061226346978e-05
allB,0.0007125225211930448
ybbY,0.00010561825024669857
glxK,0.00026827164706156204
allE,0.0007705649139962219
allC,0.00015432181250219003
allD,1.9828326958459818e-07
fdrA,0.0006184514822390379
ylbE,0.00013958634872716303
ylbF,0.00018572831902423725
ybcF,0.00021642017022478776
purK,0.00013407528891751585
purE,0.00033165843602923515
lpxH,0.000970995529152456
ppiB,6.771360538091997e-05
cysS,0.0008635969403380772
ybcI,0.0005453291957731634
ybcJ,0.0004691737714975857
folD,9.09192607993492e-06
sfmA,0.00032146536458154665
sfmC,5.673701422980926e-05
sfmD,0.0005795508547770157
sfmH,0.000901894729233148
sfmF,0.0003255103194404855
fimZ,0.0004860955721382202
intD,0.0008321911558277622
renD,0.0005436909477029214
insE3,0.0009881718900786524
insF3,0.00038860585252635104
emrE,3.196305956499035e-05
ylcJ,2.2313282851580185e-05
ybcK,0.000222455701509784
ybcL,0.0001437970488697533
ybcM,0.0007588513037590801
ylcH,0.000948110960347039
ybcN,0.0003115923038995706
ninE,8.67800352660325e-05
ybcO,0.0003757044520230165
rusA,0.0002590658322138294
ylcG,0.0008170606516928218
quuD,0.0009433413395044343
nmpC,0.0003001752574127059
insH2,0.0008467212924967842
essD,0.0006873388214233216
rrrD,0.00025405728357281976
rzpD,0.0005059093425860601
rzoD,0.00044739266495139897
borD,0.00018926039087577564
ybcV,0.000736756281431147
ybcW,0.0007007459801685676
ylcI,0.0007313752852098268
nohD,0.0007059908760655089
tfaD,0.00035943774043161483
tfaX,0.0007680381790721145
appY,0.0008162015645623863
ompT,0.00029566162985248225
envY,0.0001253341865049089
ybcH,0.0003285059577651146
nfrA,8.123796990812449e-05
nfrB,0.0006829078028881469
cusS,3.809901532006344e-05
cusR,0.00013416359514407738
cusC,0.0004602893089408796
cusF,0.0006011491378966907
cusB,0.000778709400726826
cusA,0.00015196205756654168
pheP,0.0003084627365319886
ybdG,0.0008512310357332515
nfsB,0.0007752986790305153
ybdF,0.0008876262239932844
ybdJ,0.0009312759297259793
ybdK,0.0008554161487476318
hokE,0.0006968954087098787
insL2,0.0002498559838172243
entD,0.0005384588566738522
fepA,0.0003814233733302819
fes,0.0005059185767081928
ybdZ,0.0008735804033397873
entF,0.0009060296592014143
fepE,0.00016575640823166815
fepC,0.00015361221596786611
fepG,0.00029598364960315614
fepD,0.0006743776224433625
entS,0.000269811093004105
fepB,0.00037170001086714067
entC,0.000882680410807639
entE,0.00013863820440445195
entB,0.0007064357033680421
entA,0.0006454496626285831
entH,0.0002967274823714419
cstA,0.0009909657322764052
ybdD,0.0008982049761409502
hcxA,0.0009463654878052504
ybdL,3.911372237701461e-05
ybdM,0.00026846811928477743
ybdN,0.0006466501461379172
ybdO,0.0008105771213762429
dsbG,0.00033523770071743975
ahpC,7.622900315136127e-05
ahpF,0.00031489674456714004
uspG,0.00043819627896420234
ybdR,0.0005207748895689932
yldA,0.0007001591487953067
rnk,0.00017553347958847198
rna,0.0007709596153318806
citT,0.0008042975512898078
citG,0.000690590093493776
citX,0.0009117500150068961
citF,0.0009755583914210129
citE,0.00011748047565105025
citD,1.583985272776578e-05
citC,0.0006344629852906907
dpiB,0.0005391272093104061
dpiA,0.00010508371834427555
dcuC,0.0007334848426427309
pagP,0.0004914554216873434
cspE,0.0007652727629582608
crcB,0.0009855134625641265
tatE,0.00013068796741792554
lipA,6.370258974742338e-05
ybeF,0.0009961763233887972
lipB,7.342363871632007e-05
ybeD,0.000639542011102338
dacA,1.8255490178499035e-05
rlpA,0.0002273772095388964
mrdB,1.6613904570468296e-06
mrdA,0.0007620255444157694
rlmH,0.00018938359177671238
rsfS,0.00040132553422438425
cobC,0.0006450136772983106
nadD,0.00044858500569792335
holA,0.0007613737722431307
lptE,0.0004599848413819835
leuS,0.00068532851038522
ybeL,0.0008960852842980461
ybeQ,0.0006414214773105102
ybeR,0.00018642265711684282
djlB,1.4354255210551558e-05
ybeT,0.0002789157602623548
ybeU,1.5230856309387252e-05
djlC,0.0002788794275091493
hscC,0.0004798971447304151
rihA,0.0009924318853659372
gltL,0.0006504753825916869
gltK,1.1136170989577088e-05
gltJ,0.0008073594427742047
gltI,0.0008336318701950497
insH3,0.0005933748677573664
lnt,0.0006628595295401478
ybeX,0.0004545709332678829
ybeY,0.0005152965021066896
ybeZ,0.0009819377146515014
miaB,0.000772742157616671
ubiF,0.0008569962379814814
asnB,0.0006865038163495768
umpH,0.0009734218610403497
nagC,0.0006392901341813914
nagA,0.00028582906272328455
nagB,0.0009217087041120977
nagE,0.0006911163243613262
glnS,0.00034914349702980365
chiP,0.00022961756962316571
chiQ,7.908031347201116e-05
fur,0.00014476029470320573
uof,0.0008065146988019414
fldA,0.0007925218018029955
ybfE,0.0005975168780700252
ybfF,0.0009491805230186223
seqA,9.714177035804939e-05
pgm,8.97408565858927e-05
ybfP,0.0007541792016964972
potE,6.027371312707919e-05
speF,0.0002931916966373397
speFL,0.0004896115549392187
kdpE,0.00024085535171928529
kdpD,0.0008287931514057469
kdpC,0.00034328068984855264
kdpB,0.0009062920858071417
kdpA,0.000221596430736984
kdpF,4.1024568848404666e-05
ybfA,0.00052462440378404
rhsC,0.0009775329021660597
ybfB,0.0009246765147072334
ybfC,0.0007097298484517442
ybfQ,0.0007982520353742106
ybfD,0.000513295443669332
ybgA,0.0006271461791913807
phr,0.0006821416886042363
dtpD,0.0007888474942267204
ybgI,0.0008583856597939652
pxpB,0.000307669483577064
pxpC,0.0004512465912214032
pxpA,0.0006432865136686676
nei,0.00047426060054947273
abrB,0.00020632296203783584
ybgO,0.0005976241084582119
ybgP,0.0005397040025424614
ybgQ,0.0008562919446217038
ybgD,0.0004606271429825406
gltA,0.000406454113400358
ybgV,9.16952468518697e-05
ybgU,9.008701521010354e-05
sdhC,0.00036904028998583336
sdhD,0.0008834150671896276
sdhA,0.0007934930370772277
sdhB,0.0005474767925978315
sucA,0.00017149627805853574
sucB,0.00027512123847297056
sucC,0.0009493337020622122
sucD,0.000682118461849023
mngR,0.0006618922154234723
mngA,0.0009338043174799489
mngB,0.0006507298757958897
cydA,0.0005310696195277629
cydB,0.0006130183896206064
cydX,0.0007606803847890741
ybgE,0.0007710235219541169
ybgC,0.00047955509010096456
tolQ,0.00016643235613205697
tolR,8.301248018607699e-05
tolA,0.0004013605226832805
tolB,0.0009691073947328268
pal,0.0007773061441613661
cpoB,0.0002272867854845978
nadA,0.0007365331172150268
pnuC,0.0007260681880777597
zitB,0.000324039860123021
ybgS,4.458679004966249e-05
aroG,0.0004008633468365236
gpmA,0.0005830982920516565
galM,0.00022531322828900024
galK,0.0009088506195584918
galT,4.3208896545929744e-05
galE,0.00036616354314898583
modF,0.00040278665769127056
modE,0.0005432865655344744
acrZ,0.0009008073405141473
modA,0.00034108155949915796
modB,0.0008461628572534999
modC,0.0002841048232470502
ybhA,0.0008699523619457481
pgl,2.5006840270475396e-05
ybhD,0.0005061021037100731
ybhH,0.0001592438217554696
ybhI,0.0005624884061106855
ybhJ,0.0007895732538444639
ybhC,0.0006754921084316486
ybhB,0.0006078918453471848
bioA,0.00018531621376603348
bioB,1.5472733678702942e-05
bioF,0.00011105138252572455
bioC,0.0006896038096501541
bioD,0.000922485988290822
uvrB,0.0008588315997689053
ybhK,0.0006867218420171719
moaA,0.0003548201576155099
moaB,0.0006662713119521492
moaC,0.0007748911211737506
moaD,0.0001208788274556949
moaE,0.0006071408861869778
ybhL,0.0001123286251420168
ybhM,0.0007558575971720318
ybhN,0.00010610328103578459
clsB,0.0004893442739788585
ybhP,0.0005386504031291003
ybhQ,0.0007844011225800311
ybhR,0.0009147033849850547
ybhS,0.00040082938376539057
ybhF,0.0006334739087814443
ybhG,0.0009210975656511588
cecR,0.0005017534890085351
rhlE,0.0008594079096443285
ybiA,0.00023496759549735937
dinG,0.0008093707169012619
ybiB,5.3836440088855573e-05
hcxB,0.0005747391182237147
ybiE,0.00040228389781167453
ybiJ,0.0005846592341277378
ybiI,0.0004812556320699467
ybiX,0.0008533569978617638
fiu,0.0005007537943885549
mcbA,0.0004561248991378386
rlmF,0.0007564723530172141
ybiO,0.00045933968612838904
glnQ,0.0006143332332218776
glnP,0.0004076563110421214
glnH,0.0007667276634745889
dps,2.597891830588117e-05
rhtA,0.0009294410133223216
yliM,0.0006664894832752054
ompX,0.0005308952672945434
opgE,0.00015999635611337415
mntS,0.000571410297481271
mntR,0.0002577586252457946
ybiR,0.0009409009909321106
ldtB,0.0006705747957874769
ybiT,9.548554058229675e-05
ybiU,0.00044859265603154744
ybiV,0.0003482568722723999
ybiW,0.0009443374169506128
ybiY,0.0007330906546151126
fsaA,0.00046590640097144087
moeB,0.0002872937181747637
moeA,0.0007093225490448691
iaaA,0.0005816008101653027
gsiA,0.000471771329537702
gsiB,0.0009364767742402546
gsiC,0.0003815003290294051
gsiD,1.3036181518263357e-06
pdeI,0.0002963667405924332
dgcI,0.0006669708634569365
rimO,0.0006079808901559314
bssR,0.0006525067387099286
yliI,0.000871966873600892
gstB,0.00014675969522234223
dacC,5.5485259617401695e-05
deoR,0.0004810248702186811
ybjG,0.00043590662255528777
mdfA,0.000144604798275772
ybjH,1.3480303450131626e-05
ybjI,0.0008659408218561453
ybjJ,0.0009979518509862586
rcdA,0.0006317616800051815
ybjL,2.6571561283865174e-05
ybjM,0.00016198133567138428
grxA,0.0005056188496443466
ybjC,0.0006370114129494079
nfsA,0.0006940858621245394
rimK,0.00045638972255888124
ybjN,0.00042247632119214994
potF,0.00037755640721338636
potG,0.0002814630126716332
potH,0.0007968742324019454
potI,0.00024236751600011398
ybjO,0.000838813104099828
rlmC,0.00044402361053578744
artJ,0.000523204370898046
artM,0.0005115515194101877
artQ,0.00010367180184028946
artI,0.00019299370552807094
artP,0.0006532614931291097
ybjP,0.0006591227965325843
ybjQ,0.00034814195049898876
amiD,8.284312866359744e-05
ybjS,0.0008745128682332388
ybjT,0.0009122664070730694
ltaE,0.00034658324715594824
poxB,0.0003047798034423701
hcr,0.00010069799880513908
hcp,0.0002592321756899571
lysO,0.0005794552695657564
aqpZ,0.0007099220153784102
ybjD,0.0004594091058762857
ybjX,0.00028024000785663674
macA,0.0002658368019571602
macB,0.00036695564762606283
cspD,0.00022662818100324257
yljB,0.00010353546111813916
clpS,0.0004600714193036275
clpA,0.0008041368142492217
infA,0.0006144867385716163
aat,0.0004989348881158645
cydC,0.0007342692889085437
cydD,0.0007554856838639515
trxB,0.000724691390853725
lrp,0.000357253772404447
ftsK,0.00014766747391504166
lolA,0.0008724772765492845
rarA,0.0005146924807023766
serS,0.000549034189680668
dmsA,0.0002160722487210286
dmsB,0.0009630211035223605
dmsC,0.0005575111115818714
ycaC,0.0006687447202930863
ycaD,0.0001694141188304129
ycaM,0.0009751770031026514
ycaN,8.866314682287501e-05
ycaK,0.00023338042129913606
pflA,0.00023347643557946452
pflB,0.0007071078109513523
focA,0.00046242130723380147
ycaO,0.00010097167333634316
ycaP,8.00670766679783e-05
serC,0.0005962982458510201
aroA,0.0006777521825366043
ycaL,0.00024104318685976334
cmk,0.00020516371452091332
rpsA,0.0009193388002889236
ihfB,0.00041866711380561186
ycaI,6.486343134225581e-05
msbA,0.00032841636143656497
lpxK,0.00023564077054423482
ycaQ,0.0006873825863265309
ycaR,0.0009270329744669384
kdsB,7.95071139507273e-05
ycbJ,0.0007525324339847247
elyC,0.000990217445326329
cmoM,0.000597107816937021
mukF,0.00028863083653745547
mukE,2.314868359192679e-05
mukB,0.00021730136778136188
ldtD,0.0007478876399126883
mepK,0.00043240056085003877
gloC,0.00027595012304330424
aspC,0.0008653000723674495
ompF,0.0006471081286778366
asnS,0.0005352936649806149
pncB,0.00024653747982244546
pepN,3.326562053639459e-06
ssuB,4.59908951866832e-05
ssuC,0.00018730956172525727
ssuD,0.0007465906747146354
ssuA,0.0007240166880276734
ssuE,0.00031139568303960487
elfA,0.000889345872019896
elfD,0.0006945634547645451
elfC,0.0004819332134874057
elfG,0.00044351471187619297
ycbU,0.00017831389710213565
ycbV,2.44937959025211e-05
ycbF,0.00040967780517560306
pyrD,0.0005772957239735419
zapC,0.00033610397062029565
ycbX,0.00016109460194789227
rlmL,0.0008079769649798296
uup,0.00010176333603476473
pqiA,0.0005041795642825773
pqiB,0.0008069947522880715
pqiC,0.000907411428426756
rmf,5.274280021362665e-05
fabA,6.419856389684974e-05
ycbZ,0.0001718416765271078
matP,0.0005234419492499425
ompA,3.4472706416393105e-05
sulA,0.0006919757932553962
sxy,0.0007283072780091488
yccS,0.0002460694948527623
yccF,0.00036881478868642484
helD,0.0003515931386162897
mgsA,0.0001182665384083691
yccT,7.80405493548394e-05
yccU,0.0009292792908648154
hspQ,0.0007873659496970954
rlmI,0.00046226287428448456
yccX,0.000514579607246291
tusE,0.0003317851642681964
yccA,0.0009957013421194932
hyaA,0.0005303574335715622
hyaB,0.0005808202742452112
hyaC,0.00040329870431253203
hyaD,0.0009267268894589774
hyaE,0.0007618012060820603
hyaF,0.0009972284899293538
appC,0.0006213585686496791
appB,0.00043214245522864183
appX,0.0004736854951506055
appA,4.014322682470417e-05
etk,0.00035751765121161183
etp,0.00023463885983940713
gfcE,0.0002390785064272193
gfcD,0.0004926911442145146
gfcC,0.0003947671044130994
gfcB,0.0008980844502608054
gfcA,0.0006268597385463509
insA4,0.00030296222682334926
insB4,0.0002394724934774951
cspH,0.00012613756829592515
cspG,0.00018171176260288403
ymcF,0.00037079689421128835
ymcE,1.2264395445980237e-05
gnsA,0.0003554465473700571
yccM,0.00018591620875258575
torS,0.0001580649795857405
torT,0.0006295072735169111
torR,0.0003114898117937508
torC,0.0008543959173264118
